  iShares MSCI Emerging Markets ETF
(EEM) Inception Date:,4/7/2003
Fund Holdings as of,11/15/2013,Holdings are subject to change.
Total Net Assets ($000s),41911539
Number of Securities,822
Stock,99.64%
Cash,0.16%
Other,0.20%
May include dividends booked but not yet received.





CUSIP,ISIN,Sedol,Symbol,Name,% Net Assets,Market Value,Market,Sector,Exchange Rate,Market Price,Shares Held
--,ID1000117708,6315344     ,CPIN      ,"CHAROEN POKPHAND INDONESI PT",0.07,28521748.06,"XIDX","Consumer Staples",11619.94,0.31,91426445
--,PLBRE0000012,4143053     ,BRE       ,"BRE BANK SA",0.07,28459716.20,"XWAR","Financials",3.11,167.66,169745
--,CNE100000FN7,B3ZVDV0     ,1099      ,"SINOPHARM GROUP CO-H",0.07,28303991.10,"XHKG","Health Care",7.75,2.77,10231200
ACI00J5W8   ,KR7138930003,B3S98W7     ,138930    ,"BS FINANCIAL GROUP INC",0.07,28213733.21,"XKRX","Financials",1063.45,15.37,1835100
--,RU0009029557,5036323     ,SBERP     ,"SBERBANK-PREFERENCE",0.07,28163068.54,"MISX","Financials",32.62,2.55,11057538
--,KYG826001003,B27WLD2     ,410       ,"SOHO CHINA LTD",0.07,28100644.29,"XHKG","Financials",7.75,0.87,32423000
99E917I03   ,INE917I01010,B2QKXW0     ,BJAUT     ,"BAJAJ AUTO LTD",0.07,28052994.92,"XNSE","Consumer Discretionary",63.26,32.17,872141
997078936   ,KR7078930005,B01RJV3     ,078930    ,"GS HOLDINGS",0.07,28003275.29,"XKRX","Energy",1063.45,51.53,543432
99B0BM5T2   ,KYG216771363,B0BM5T8     ,3311      ,"CHINA STATE CONSTRUCTION INT",0.07,27860865.61,"XHKG","Industrials",7.75,1.66,16746000
--,CNE1000004S4,6990763     ,576       ,"ZHEJIANG EXPRESSWAY CO-H",0.07,27834405.81,"XHKG","Industrials",7.75,0.91,30656000
--,ZAE000084992,6418801     ,EXX       ,"EXXARO RESOURCES LTD",0.07,27685470.65,"XJSE","Energy",10.17,14.36,1928312
125716993   ,BRBRAPACNPR2,B01SCS4     ,BRAP4     ,"BRADESPAR SA -PREF",0.07,27580099.42,"XBSP","Materials",2.31,10.70,2578600
--,HK0270001396,6913168     ,270       ,"GUANGDONG INVESTMENT LTD",0.07,27456849.35,"XHKG","Utilities",7.75,0.84,32552110
--,CNE100000528,B1JNK84     ,1898      ,"CHINA COAL ENERGY CO-H",0.07,27372928.95,"XHKG","Energy",7.75,0.62,44309000
--,KR7034730002,B39Z8L3     ,034730    ,"SK C&C CO LTD",0.07,27335880.65,"XKRX","Information Technology",1063.45,114.25,239262
05968L102   ,US05968L1026,2082567     ,CIB       ,"BANCOLOMBIA S.A.-SPONS ADR",0.06,27190329.12,"XNYS","Financials",1.0,53.28,510329
--,TW0002801008,6187855     ,2801      ,"CHANG HWA COMMERCIAL BANK",0.06,27186200.38,"XTAI","Financials",29.56,0.59,46190761
--,BRKLBNACNPR9,2813347     ,KLBN4     ,"KLABIN SA-PREF",0.06,27144079.54,"XBSP","Materials",2.31,5.10,5323000
--,TW0002887007,6451680     ,2887      ,"TAISHIN FINANCIAL HOLDING",0.06,26993823.19,"XTAI","Financials",29.56,0.49,55227121
--,KR7035250000,6683449     ,035250    ,"KANGWON LAND INC",0.06,26940673.42,"XKRX","Consumer Discretionary",1063.45,30.56,881540
--,INE733E01010,B037HF1     ,NTPC      ,"NTPC LTD",0.06,26924429.31,"XNSE","Utilities",63.26,2.42,11146855
--,TW0002409000,6288190     ,2409      ,"AU OPTRONICS CORP",0.06,26791430.09,"XTAI","Information Technology",29.56,0.30,89497000
--,BRCSANACNOR6,B0P72G5     ,CSAN3     ,"COSAN SA INDUSTRIA COMERCIO",0.06,26747750.24,"XBSP","Energy",2.31,19.30,1385900
--,TW0009945006,6748423     ,9945      ,"RUENTEX DEVELOPMENT CO LTD",0.06,26432976.35,"XTAI","Financials",29.56,2.18,12134337
--,ZAE000058517,B038WK4     ,SPP       ,"SPAR GROUP LIMITED/THE",0.06,26215099.72,"XJSE","Consumer Staples",10.17,12.91,2031096
--,KR7016360000,6408448     ,016360    ,"SAMSUNG SECURITIES CO LTD",0.06,26137216.86,"XKRX","Financials",1063.45,42.22,619056
--,KR7032640005,6290902     ,032640    ,"LG UPLUS CORP",0.06,26093781.43,"XKRX","Telecommunication Services",1063.45,10.39,2511260
--,INE910H01017,B1G2NN0     ,CAIR      ,"CAIRN INDIA LTD",0.06,26090033.52,"XNSE","Energy",63.26,5.02,5199104
--,PHY9297P1004,6919519     ,URC       ,"UNIVERSAL ROBINA CORP",0.06,26044458.78,"XPHS","Consumer Staples",43.59,2.90,8973500
--,HK0165000859,6455143     ,165       ,"CHINA EVERBRIGHT LTD",0.06,25925070.20,"XHKG","Financials",7.75,1.44,18012000
--,KR7010130003,6495428     ,010130    ,"KOREA ZINC CO LTD",0.06,25891669.84,"XKRX","Materials",1063.45,275.05,94135
BRSB53KM4   ,BRAEDUACNOR9,2796084     ,AEDU3     ,"ANHANGUERA EDUCACIONAL PARTI",0.06,25802650.42,"XBSP","Consumer Discretionary",2.31,6.56,3930700
--,INE522F01014,B4Z9XF5     ,COAL      ,"COAL INDIA LTD",0.06,25735044.78,"XNSE","Energy",63.26,4.34,5931860
--,BRJBSSACNOR8,B1V74X7     ,JBSS3     ,"JBS SA",0.06,25670241.36,"XBSP","Consumer Staples",2.31,3.60,7130965
BRSCVZ5N7   ,CNE1000016V2,B6SPB49     ,6030      ,"CITIC SECURITIES CO LTD-H",0.06,25314829.86,"XHKG","Financials",7.75,2.14,11838500
--,INE021A01026,BCRWL65     ,APNT      ,"ASIAN PAINTS LTD",0.06,25300662.95,"XNSE","Materials",63.26,8.11,3119010
--,MYL4065OO008,6681669     ,PEP       ,"PPB GROUP BERHAD",0.06,25187353.63,"XKLS","Consumer Staples",3.2,4.48,5625000
--,TW0006505001,6718716     ,6505      ,"FORMOSA PETROCHEMICAL CORP",0.06,25108972.01,"XTAI","Energy",29.56,2.64,9529000
--,BMG2113B1081,6535517     ,1193      ,"CHINA RESOURCES GAS GROUP LT",0.06,24995105.60,"XHKG","Utilities",7.75,2.59,9666000
--,INE158A01026,6327327     ,HMCL      ,"HERO MOTOCORP LTD",0.06,24903925.00,"XNSE","Consumer Discretionary",63.26,32.39,768855
--,RU000A0JPKH7,B58HDC0     ,HYDR      ,"RUSHYDRO JSC",0.06,24786318.32,"MISX","Utilities",32.62,0.02,1443689100
160932398   ,KR7030000004,6093231     ,030000    ,"CHEIL WORLDWIDE INC",0.06,24584003.33,"XKRX","Consumer Discretionary",1063.45,23.74,1035400
--,CNE100000296,6536651     ,1211      ,"BYD CO LTD-H",0.06,24468695.46,"XHKG","Consumer Discretionary",7.75,4.83,5066000
--,PHY0001Z1040,6068411     ,AEV       ,"ABOITIZ EQUITY VENTURES INC",0.06,24456557.24,"XPHS","Industrials",43.59,1.14,21382930
--,KR7012450003,6772671     ,012450    ,"SAMSUNG TECHWIN CO LTD",0.06,24414697.34,"XKRX","Industrials",1063.45,51.53,473792
--,HK0363006039,6810010     ,363       ,"SHANGHAI INDUSTRIAL HLDG LTD",0.06,24310615.07,"XHKG","Industrials",7.75,3.25,7480000
--,BRUSIMACNPA6,2386009     ,USIM5     ,"USINAS SIDER MINAS GER-PF A",0.06,24185078.68,"XBSP","Materials",2.31,5.51,4392800
--,MYL4677OO000,6436126     ,YTL       ,"YTL CORPORATION BERHAD",0.06,24170944.83,"XKLS","Utilities",3.2,0.50,48079162
--,INE059A01026,B011108     ,CIPLA     ,"CIPLA LTD",0.06,24123932.28,"XNSE","Health Care",63.26,6.37,3786799
--,ID1000125107,B7311V6     ,KLBF      ,"KALBE FARMA TBK PT",0.06,24121251.57,"XIDX","Health Care",11619.94,0.11,218974515
--,KR7010620003,6451066     ,010620    ,"HYUNDAI MIPO DOCKYARD",0.06,24088406.77,"XKRX","Industrials",1063.45,174.43,138096
--,PHY272571498,6284864     ,GLO       ,"GLOBE TELECOM INC",0.06,24048753.40,"XPHS","Telecommunication Services",43.59,36.96,650630
--,MXP369181377,2306814     ,LIVEPOLC  ,"EL PUERTO DE LIVERPOOL-C1",0.06,23926987.46,"XMEX","Consumer Discretionary",12.96,10.50,2278700
--,KYG811511131,B16NHT7     ,272       ,"SHUI ON LAND LTD",0.06,23878865.89,"XHKG","Financials",7.75,0.32,74656600
--,BMG2442N1048,6354251     ,1199      ,"COSCO PACIFIC LTD",0.06,23861071.95,"XHKG","Industrials",7.75,1.45,16460000
--,BRCTIPACNOR2,B55DVB6     ,CTIP3     ,"CETIP SA-MERCADOS ORGANIZADO",0.06,23696229.50,"XBSP","Financials",2.31,10.80,2193323
--,KR7097950000,B2492F5     ,097950    ,"CJ CHEILJEDANG CORP",0.06,23567029.95,"XKRX","Consumer Staples",1063.45,236.02,99850
--,BRCYREACNOR7,2189855     ,CYRE3     ,"CYRELA BRAZIL REALTY SA EMP",0.06,23408727.34,"XBSP","Consumer Discretionary",2.31,6.89,3396100
--,CNE100000981,B2PFVH7     ,1186      ,"CHINA RAILWAY CONSTRUCTION-H",0.06,23171054.99,"XHKG","Industrials",7.75,1.10,21136500
--,TRAEREGL91G3,B03MS97     ,EREGL     ,"EREGLI DEMIR VE CELIK FABRIK",0.06,23133051.72,"XIST","Materials",2.03,1.34,17280475
--,CNE1000007Z2,B297KM7     ,390       ,"CHINA RAILWAY GROUP LTD-H",0.06,23105763.16,"XHKG","Industrials",7.75,0.57,40350000
ACI016NW5   ,TW0005880009,B73XCZ3     ,5880      ,"TAIWAN COOPERATIVE FINANCIAL",0.06,23085141.46,"XTAI","Financials",29.56,0.55,42128246
--,MX01CO0P0009,B43FYC9     ,COMPARC*  ,"COMPARTAMOS SAB DE CV",0.05,22888669.77,"XMEX","Financials",12.96,1.94,11783300
--,TW0002347002,6868439     ,2347      ,"SYNNEX TECHNOLOGY INTL CORP",0.05,22887389.33,"XTAI","Information Technology",29.56,1.49,15377985
--,TW0003481008,B0CC0M5     ,3481      ,"INNOLUX CORP",0.05,22827855.63,"XTAI","Information Technology",29.56,0.35,65204958
ACI00CAS6   ,ZAE000149902,B4PXV75     ,MMI       ,"MMI HOLDINGS LTD",0.05,22713289.13,"XJSE","Financials",10.17,2.39,9485480
996489308   ,KR7069960003,6568610     ,069960    ,"HYUNDAI DEPT STORE CO",0.05,22668836.05,"XKRX","Consumer Discretionary",1063.45,148.57,152577
--,BMG423131256,B1TL3R8     ,1169      ,"HAIER ELECTRONICS GROUP CO",0.05,22649823.05,"XHKG","Consumer Discretionary",7.75,2.44,9292000
--,TW0005522007,6203687     ,5522      ,"FARGLORY LAND DEVELOPMENT CO",0.05,22600009.96,"XTAI","Financials",29.56,1.82,12442000
--,MYL6742OO000,B01GQS6     ,YTLP      ,"YTL POWER INTERNATIONAL BHD",0.05,22586258.36,"XKLS","Utilities",3.2,0.59,38271160
--,ZAE000026639,6079123     ,BAW       ,"BARLOWORLD LTD",0.05,22575742.67,"XJSE","Industrials",10.17,9.49,2378992
--,KYG3777B1032,6531827     ,175       ,"GEELY AUTOMOBILE HOLDINGS LT",0.05,22444332.73,"XHKG","Consumer Discretionary",7.75,0.51,43725000
--,CNE100000221,6208422     ,694       ,"BEIJING CAPITAL INTL AIRPO-H",0.05,22352350.25,"XHKG","Industrials",7.75,0.75,29830000
--,KYG8167W1380,B00XSF9     ,1177      ,"SINO BIOPHARMACEUTICAL",0.05,22263991.86,"XHKG","Health Care",7.75,0.70,31968000
--,INE256A01028,6188535     ,Z         ,"ZEE ENTERTAINMENT ENTERPRISE",0.05,22191183.95,"XNSE","Consumer Discretionary",63.26,4.38,5062439
--,TW0002880002,6411877     ,2880      ,"HUA NAN FINANCIAL HOLDINGS C",0.05,22070636.91,"XTAI","Financials",29.56,0.57,38723162
--,KR7139130009,B68N347     ,139130    ,"DGB FINANCIAL GROUP INC",0.05,22051468.32,"XKRX","Financials",1063.45,15.47,1425570
--,CNE100001MK7,B8RZJZ1     ,1339      ,"PEOPLE'S INSURANCE CO GROU-H",0.05,21948695.19,"XHKG","Financials",7.75,0.48,45382000
99B19H8Y0   ,CNE100000569,B19H8Y8     ,2777      ,"GUANGZHOU R&F PROPERTIES - H",0.05,21899574.07,"XHKG","Financials",7.75,1.68,13041600
--,ZAE000022331,6177878     ,DSY       ,"DISCOVERY LTD",0.05,21881670.05,"XJSE","Financials",10.17,7.97,2746756
--,TRATHYAO91M5,B03MYK0     ,THYAO     ,"TURK HAVA YOLLARI AO",0.05,21853523.96,"XIST","Industrials",2.03,3.68,5936241
--,BRDTEXACNOR3,B27WY88     ,DTEX3     ,"DURATEX SA",0.05,21835663.02,"XBSP","Materials",2.31,5.97,3658778
--,KR7005830005,6155937     ,005830    ,"DONGBU INSURANCE CO LTD",0.05,21725968.29,"XKRX","Financials",1063.45,46.64,465816
--,CNE1000004Q8,6109893     ,1171      ,"YANZHOU COAL MINING CO-H",0.05,21640508.47,"XHKG","Energy",7.75,1.00,21622800
--,TW0002201001,6988597     ,2201      ,"YULON MOTOR COMPANY",0.05,21622473.48,"XTAI","Consumer Discretionary",29.56,1.67,12940000
--,ID1000068604,6366999     ,GGRM      ,"GUDANG GARAM TBK PT",0.05,21272924.21,"XIDX","Consumer Staples",11619.94,3.27,6505000
--,BRHGTXACNOR9,B010V16     ,HGTX3     ,"CIA HERING",0.05,21269924.83,"XBSP","Consumer Discretionary",2.31,14.08,1510700
--,COD38PA00046,B89Z692     ,CEMARGOS  ,"CEMENTOS ARGOS SA",0.05,21192224.64,"XBOG","Materials",1922.45,4.94,4288522
--,HK0267001375,6196152     ,267       ,"CITIC PACIFIC LTD",0.05,21180785.88,"XHKG","Industrials",7.75,1.37,15435000
--,TW0003034005,6346333     ,3034      ,"NOVATEK MICROELECTRONICS COR",0.05,21128215.36,"XTAI","Information Technology",29.56,3.79,5577000
--,ZAE000170049,B7C6V89     ,PPC       ,"PPC LTD",0.05,21094215.34,"XJSE","Materials",10.17,3.15,6701252
--,TH0481010R10,B013L15     ,CPNr      ,"CENTRAL PATTANA PCL-NVDR",0.05,21037828.11,"XBKK","Financials",31.63,1.46,14387600
--,BRTOTSACNOR8,B10LQP6     ,TOTS3     ,"TOTVS SA",0.05,20802692.33,"XBSP","Information Technology",2.31,15.69,1326100
--,TW0002354008,6801779     ,2354      ,"FOXCONN TECHNOLOGY CO LTD",0.05,20722453.39,"XTAI","Information Technology",29.56,2.31,8982819
--,ZAE000074142,B0PGJF0     ,MDC       ,"MEDICLINIC INTERNATIONAL LTD",0.05,20664749.01,"XJSE","Health Care",10.17,7.07,2921043
--,INE038A01020,B0GWF48     ,HNDL      ,"HINDALCO INDUSTRIES LTD",0.05,20562534.76,"XNSE","Materials",63.26,1.82,11291545
--,PHY411571011,6455819     ,ICT       ,"INTL CONTAINER TERM SVCS INC",0.05,20497337.82,"XPHS","Industrials",43.59,2.43,8428080
--,PLTAURN00011,B5P7L41     ,TPE       ,"TAURON POLSKA ENERGIA SA",0.05,20464726.34,"XWAR","Utilities",3.11,1.64,12469238
--,ZAE000024501,6755821     ,RMH       ,"RMB HOLDINGS LTD",0.05,20448449.44,"XJSE","Financials",10.17,4.56,4486306
--,INE669E01016,B1MP4H4     ,IDEA      ,"IDEA CELLULAR LTD",0.05,20398492.79,"XNSE","Telecommunication Services",63.26,2.70,7555086
--,ID1000061302,6454861     ,INTP      ,"INDOCEMENT TUNGGAL PRAKARSA",0.05,20396499.35,"XIDX","Materials",11619.94,1.64,12474000
--,CNE100000171,6742340     ,1066      ,"SHANDONG WEIGAO GP MEDICAL-H",0.05,20381915.67,"XHKG","Health Care",7.75,1.21,16848000
--,KR7028050003,6765239     ,028050    ,"SAMSUNG ENGINEERING CO LTD",0.05,20300419.85,"XKRX","Industrials",1063.45,61.50,330099
--,KR7001450006,B01LXY6     ,001450    ,"HYUNDAI MARINE & FIRE INS CO",0.05,20260832.55,"XKRX","Financials",1063.45,28.54,709930
--,INE079A01024,B09QQ11     ,ACEM      ,"AMBUJA CEMENTS LTD",0.05,20253335.46,"XNSE","Materials",63.26,2.79,7261128
--,TW0002362001,6203740     ,2362      ,"CLEVO COMPANY",0.05,20215252.28,"XTAI","Information Technology",29.56,2.15,9411553
--,KR7024110009,6462972     ,024110    ,"INDUSTRIAL BANK OF KOREA",0.05,20196008.14,"XKRX","Financials",1063.45,11.33,1782360
--,BRCPFEACNOR0,B031NN3     ,CPFE3     ,"CPFL ENERGIA SA",0.05,20164402.58,"XBSP","Utilities",2.31,8.35,2415136
--,BRRENTACNOR4,B08K3S0     ,RENT3     ,"LOCALIZA RENT A CAR",0.05,20162318.25,"XBSP","Industrials",2.31,14.48,1392289
--,TW0002915006,6758422     ,2915      ,"RUENTEX INDUSTRIES LTD",0.05,20092784.85,"XTAI","Consumer Discretionary",29.56,2.82,7131009
--,KYG011981035,B0PR2F4     ,3383      ,"AGILE PROPERTY HOLDINGS LTD",0.05,20045075.60,"XHKG","Financials",7.75,1.16,17250000
--,CLP321331116,2069355     ,BCI       ,"BANCO DE CREDITO E INVERSION",0.05,19878007.88,"XSGO","Financials",521.13,54.53,364514
--,TRAAEFES91A9,B03MNV4     ,AEFES     ,"ANADOLU EFES BIRACILIK VE",0.05,19826322.07,"XIST","Consumer Staples",2.03,11.07,1790405
--,CLCORX290014,2773311     ,CORPBANC  ,"CORPBANCA",0.05,19808694.71,"XSGO","Financials",521.13,0.01,1632353235
--,KR7000100008,6988337     ,000100    ,"YUHAN CORPORATION",0.05,19761019.99,"XKRX","Health Care",1063.45,163.62,120775
--,COJ12PA00048,B000C92     ,CORFICOL  ,"CORP FINANCIERA COLOMBIANA",0.05,19668630.95,"XBOG","Financials",1922.45,20.34,967057
--,KR7009830001,6407768     ,009830    ,"HANWHA CHEMICAL CORP",0.05,19612606.76,"XKRX","Materials",1063.45,21.02,933200
--,KYG202881093,B58J1S8     ,5871      ,"CHAILEASE HOLDING CO LTD",0.05,19591513.70,"XTAI","Financials",29.56,2.44,8033200
--,RU0009046510,B5B9C59     ,CHMF      ,"SEVERSTAL",0.05,19512357.13,"MISX","Materials",32.62,8.60,2270173
--,CNE1000004X4,B1L3XL6     ,3898      ,"ZHUZHOU CSR TIMES ELECTRIC-H",0.05,19446970.19,"XHKG","Industrials",7.75,3.67,5300000
161011994   ,INE081A01012,6101156     ,TATA      ,"TATA STEEL LTD",0.05,19425685.14,"XNSE","Materials",63.26,5.93,3273928
--,MYL5819OO007,6436892     ,HLBK      ,"HONG LEONG BANK BERHAD",0.05,19344132.40,"XKLS","Financials",3.2,4.43,4368800
--,MYL1562OO007,6331566     ,BST       ,"BERJAYA SPORTS TOTO BHD",0.05,19275729.73,"XKLS","Consumer Discretionary",3.2,1.26,15317748
--,INE129A01019,6133405     ,GAIL      ,"GAIL INDIA LTD",0.05,19270833.07,"XNSE","Utilities",63.26,5.06,3807818
--,BRCESPACNPB4,B17MHG0     ,CESP6     ,"CIA ENERGETICA DE SP-PREF B",0.05,19262877.29,"XBSP","Utilities",2.31,10.08,1910600
--,BMG3978C1249,B01Z8S7     ,493       ,"GOME ELECTRICAL APPLIANCES",0.05,19239620.10,"XHKG","Consumer Discretionary",7.75,0.18,106555200
--,HK0257001336,6630940     ,257       ,"CHINA EVERBRIGHT INTL LTD",0.05,19195630.50,"XHKG","Industrials",7.75,0.95,20113000
--,KR7004170007,6805049     ,004170    ,"SHINSEGAE CO LTD",0.05,19179328.14,"XKRX","Consumer Discretionary",1063.45,230.38,83250
--,KR7004800009,6896838     ,004800    ,"HYOSUNG CORPORATION",0.05,19167220.37,"XKRX","Materials",1063.45,70.34,272505
--,TW0002385002,6140579     ,2385      ,"CHICONY ELECTRONICS CO LTD",0.05,19140785.02,"XTAI","Information Technology",29.56,2.45,7826675
--,TH0796010R11,B030K62     ,TOPr      ,"THAI OIL PCL-NVDR",0.05,19085132.87,"XBKK","Energy",31.63,2.01,9506500
--,TH0592010R14,6728339     ,BECr      ,"BEC WORLD PUBLIC CO LTD-NVDR",0.05,19074854.66,"XBKK","Consumer Discretionary",31.63,1.76,10822200
--,CLP371151059,2297628     ,ENTEL     ,"EMPRESA NACIONAL DE TELECOM",0.05,18952675.61,"XSGO","Telecommunication Services",521.13,14.47,1309899
--,TW0002823002,6199816     ,2823      ,"CHINA LIFE INSURANCE CO LTD",0.05,18893982.54,"XTAI","Financials",29.56,0.94,20128730
--,MYL4863OO006,6868398     ,T         ,"TELEKOM MALAYSIA BHD",0.05,18893253.40,"XKLS","Telecommunication Services",3.2,1.61,11725900
--,PHY077751022,B5VJH76     ,BDO       ,"BDO UNIBANK INC",0.04,18610337.60,"XPHS","Financials",43.59,1.80,10346066
--,BRQUALACNOR6,B4LHBQ0     ,QUAL3     ,"QUALICORP SA",0.04,18590665.53,"XBSP","Health Care",2.31,9.51,1955400
--,KR7036460004,6182076     ,036460    ,"KOREA GAS CORPORATION",0.04,18584319.06,"XKRX","Utilities",1063.45,57.64,322406
--,INE481G01011,B01GZF6     ,UTCEM     ,"ULTRATECH CEMENT LTD",0.04,18557513.23,"XNSE","Materials",63.26,29.67,625372
--,BRESTCACNOR5,B23PBF7     ,ESTC3     ,"ESTACIO PARTICIPACOES SA",0.04,18481017.74,"XBSP","Consumer Discretionary",2.31,7.67,2409300
--,BRMULTACNOR5,B23DZG0     ,MULT3     ,"MULTIPLAN EMPREENDIMENTOS",0.04,18476037.18,"XBSP","Financials",2.31,22.95,805000
--,KR7002380004,6490917     ,002380    ,"KCC CORP",0.04,18425806.81,"XKRX","Industrials",1063.45,432.08,42644
--,TW0004938006,B4PLX17     ,4938      ,"PEGATRON CORP",0.04,18379665.15,"XTAI","Information Technology",29.56,1.24,14765414
--,TW0003231007,6672481     ,3231      ,"WISTRON CORP",0.04,18220147.03,"XTAI","Information Technology",29.56,0.85,21460212
--,CNE0000008Q1,6803719     ,200002    ,"CHINA VANKE CO LTD -B",0.04,18216307.17,"XSHE","Financials",7.75,1.73,10524804
--,MXP461181085,2393452     ,GCARSOA1  ,"GRUPO CARSO SAB DE CV-SER A1",0.04,18163411.29,"XMEX","Industrials",12.96,5.16,3518041
--,KR7012750006,6180230     ,012750    ,"S-1 CORPORATION",0.04,17919541.01,"XKRX","Industrials",1063.45,65.17,274986
--,ZAE000143178,6208842     ,RDF       ,"REDEFINE PROPERTIES LTD",0.04,17849406.15,"XJSE","Financials",10.17,0.96,18521491
996019014   ,CNE000000SK7,6019011     ,900948    ,"INNER MONGOLIA YITAI COAL-B",0.04,17735383.86,"XSHG","Energy",1.0,1.69,10488104
--,CLP3615W1037,2309255     ,COLBUN    ,"COLBUN SA",0.04,17701589.49,"XSGO","Utilities",521.13,0.24,72757440
--,CNE100000BG0,B2R2ZC9     ,1766      ,"CSR CORP LTD - H",0.04,17636497.70,"XHKG","Industrials",7.75,0.87,20199000
--,CNE1000004L9,6743956     ,2338      ,"WEICHAI POWER CO LTD-H",0.04,17617359.62,"XHKG","Industrials",7.75,4.15,4242200
--,TH0148010R15,6368348     ,BANPUr    ,"BANPU PUBLIC CO LTD-NVDR",0.04,17615041.18,"XBKK","Energy",31.63,0.87,20260500
--,KYG525621408,6491318     ,148       ,"KINGBOARD CHEMICAL HOLDINGS",0.04,17538632.82,"XHKG","Information Technology",7.75,2.61,6732100
--,KR7017670001,6224871     ,017670    ,"SK TELECOM",0.04,17412609.35,"XKRX","Telecommunication Services",1063.45,211.11,82483
--,TW0002395001,6202673     ,2395      ,"ADVANTECH CO LTD",0.04,17380465.64,"XTAI","Information Technology",29.56,6.19,2807800
--,ZAE000057428,6728726     ,RLO       ,"REUNERT LTD",0.04,17354991.46,"XJSE","Industrials",10.17,6.75,2570389
--,KR7000150003,6661111     ,000150    ,"DOOSAN CORP",0.04,17352264.70,"XKRX","Industrials",1063.45,131.65,131809
--,KR7034020008,6294670     ,034020    ,"DOOSAN HEAVY INDUSTRIES",0.04,17318079.96,"XKRX","Industrials",1063.45,36.44,475275
--,CNE100000502,6725299     ,2899      ,"ZIJIN MINING GROUP CO LTD-H",0.04,17237074.20,"XHKG","Materials",7.75,0.24,72636000
--,TH0003010R12,6609928     ,SCC-R     ,"SIAM CEMENT PCL-NVDR",0.04,17220929.58,"XBKK","Materials",31.63,13.28,1296900
--,CNE100001922,B5730Z1     ,1336      ,"NEW CHINA LIFE INSURANCE C-H",0.04,17150614.27,"XHKG","Financials",7.75,3.19,5383800
--,PLCFRPT00013,B2QRCM4     ,CPS       ,"CYFROWY POLSAT SA",0.04,17115957.48,"XWAR","Consumer Discretionary",3.11,6.56,2607205
--,BRALLLACNOR6,B014710     ,ALLL3     ,"ALL AMERICA LATINA LOGISTICA",0.04,17078961.12,"XBSP","Industrials",2.31,3.38,5053800
--,BRCPLEACNPB9,2200154     ,CPLE6     ,"CIA PARANAENSE DE ENERGI-PFB",0.04,17065096.06,"XBSP","Utilities",2.31,14.34,1189775
--,CL0000000035,2311238     ,AGUAS/A   ,"AGUAS ANDINAS SA-A",0.04,17061538.57,"XSGO","Utilities",521.13,0.65,26426211
--,CLP249051044,2196189     ,CCU       ,"CIA CERVECERIAS UNIDAS SA",0.04,17009291.55,"XSGO","Materials",521.13,12.37,1375052
--,TW0001722007,6109439     ,1722      ,"TAIWAN FERTILIZER CO LTD",0.04,16972550.47,"XTAI","Materials",29.56,2.33,7272000
--,TW0006176001,6520278     ,6176      ,"RADIANT OPTO-ELECTRONICS COR",0.04,16913710.35,"XTAI","Information Technology",29.56,3.45,4902240
--,TW0002103009,6870876     ,2103      ,"TSRC CORP",0.04,16905404.42,"XTAI","Materials",29.56,1.59,10599850
--,BRBRPRACNOR9,B1FLW42     ,BRPR3     ,"BR PROPERTIES SA",0.04,16883279.19,"XBSP","Financials",2.31,8.18,2064900
--,INE752E01010,B233HS6     ,PWGR      ,"POWER GRID CORP OF INDIA LTD",0.04,16874770.58,"XNSE","Utilities",63.26,1.52,11119771
--,CNE1000019K9,B71SXC4     ,6837      ,"HAITONG SECURITIES CO LTD-H",0.04,16806871.65,"XHKG","Financials",7.75,1.51,11138000
BRSEZVMN9   ,MYL5222OO004,B8L1DR5     ,FGV       ,"FELDA GLOBAL VENTURES",0.04,16725126.00,"XKLS","Consumer Staples",3.2,1.36,12256800
--,TW0001476000,6345783     ,1476      ,"ECLAT TEXTILE COMPANY LTD",0.04,16695485.85,"XTAI","Consumer Discretionary",29.56,11.60,1439000
--,ZAE000127148,6515058     ,LBH       ,"LIBERTY HOLDINGS LTD",0.04,16587899.34,"XJSE","Financials",10.17,11.90,1394069
--,CLP256251073,2174312     ,CAP       ,"CAP SA",0.04,16511806.13,"XSGO","Materials",521.13,19.68,839091
--,COT13PA00060,B4ZRC96     ,PFGRUPSU  ,"GRUPO DE INV SURAMERICANA-PF",0.04,16446301.24,"XBOG","Financials",1922.45,19.25,854518
--,KYG2113L1068,B41XC98     ,1313      ,"CHINA RESOURCES CEMENT",0.04,16415453.41,"XHKG","Materials",7.75,0.68,24106000
--,BRENBRACNOR2,B0D7494     ,ENBR3     ,"EDP - ENERGIAS DO BRASIL SA",0.04,16291295.18,"XBSP","Utilities",2.31,5.39,3023100
--,KR7000880005,6496755     ,000880    ,"HANWHA CORPORATION",0.04,16290179.63,"XKRX","Materials",1063.45,37.05,439690
--,INE102D01028,B1BDGY0     ,GCPL      ,"GODREJ CONSUMER PRODUCTS LTD",0.04,16287038.70,"XNSE","Consumer Staples",63.26,13.56,1200697
--,BMG8162K1137,B4X3RF7     ,460       ,"SIHUAN PHARMACEUTICAL HLDGS",0.04,16221547.32,"XHKG","Health Care",7.75,0.76,21318000
992205708   ,COE15PA00026,2205706     ,ISA       ,"INTERCONEXION ELECTRICA SA",0.04,16206183.53,"XBOG","Utilities",1922.45,4.61,3516428
